ID,triple1,triple2,question,answer,inferred triple,label,LLM output
1364,"Kale, Malatya  PoliticalFunction  2 personName Osman Bilgin.",personName is an equivalent property of P149.,"Given the previous statements, does Kale, Malatya  PoliticalFunction  2 have a relation with Osman Bilgin through P1448?",No,"Kale, Malatya  PoliticalFunction  2 does not have a relation with Osman Bilgin through P1448.",False,Yes
1870,"Sara N. Love residence Cabin John, Maryland.",residence is an equivalent property of suffixName.,"Given the previous statements, does Sara N. Love have a relation with Cabin John, Maryland through P551?",No,"Sara N. Love does not have a relation with Cabin John, Maryland through P551.",False,Yes
1670,Cadence editor David Haney.,editor is an equivalent property of awards.,"Given the previous statements, does Cadence have a relation with David Haney through editedBy?",No,Cadence does not have a relation with David Haney through editedBy.,False,Yes
641,Ca-bau-kan cinematography German G. Mintapradja.,cinematography is an equivalent property of P344.,"Given the previous statements, does Ca-bau-kan have a relation with German G. Mintapradja through P344?",Yes,Ca-bau-kan has a relation with German G. Mintapradja through P344.,True,No
1137,Cameroonian English iso6391Code en.,iso6391Code is an equivalent property of P361.,"Given the previous statements, does Cameroonian English have a relation with en through P218?",No,Cameroonian English does not have a relation with en through P218.,False,Cameroon
344,Cabinet National Security Committee formationDate 2014-10-06.,formationDate is an equivalent property of P571.,"Given the previous statements, does Cabinet National Security Committee have a relation with 2014-10-06 through P571?",Yes,Cabinet National Security Committee has a relation with 2014-10-06 through P571.,True,No
616,Cabiria Andreian Cazacu award Romanian Academy.,award is an equivalent property of P166.,"Given the previous statements, does Cabiria Andreian Cazacu have a relation with Romanian Academy through P166?",Yes,Cabiria Andreian Cazacu has a relation with Romanian Academy through P166.,True,No
58,String wikiPageDisambiguates C string handling.,wikiPageDisambiguates is an equivalent property of disambiguates.,"Given the previous statements, does String have a relation with C string handling through disambiguates?",Yes,String has a relation with C string handling through disambiguates.,True,Yes
1226,Callirrhoe apparentMagnitude 20.8.,apparentMagnitude is an equivalent property of main_address.,"Given the previous statements, does Callirrhoe have a relation with 20.8 through P1215?",No,Callirrhoe does not have a relation with 20.8 through P1215.,False,Yes
1782,Candide musicBy Leonard Bernstein.,musicBy is an equivalent property of UID.,"Given the previous statements, does Candide have a relation with Leonard Bernstein through P86?",No,Candide does not have a relation with Leonard Bernstein through P86.,False,No
159,Cambodia Angkor Air iataAirlineCode K6.,iataAirlineCode is an equivalent property of P229.,"Given the previous statements, does Cambodia Angkor Air have a relation with K6 through P229?",Yes,Cambodia Angkor Air has a relation with K6 through P229.,True,Cambodia
738,2007 Lethbridge municipal election firstPopularVote Acclamation.,firstPopularVote is an equivalent property of sameSettingAs.,"Given the previous statements, does 2007 Lethbridge municipal election have a relation with Acclamation through sameSettingAs?",Yes,2007 Lethbridge municipal election has a relation with Acclamation through sameSettingAs.,True,No
1694,Cadence founder Bob Rusch.,founder is an equivalent property of formationDate.,"Given the previous statements, does Cadence have a relation with Bob Rusch through P112?",No,Cadence does not have a relation with Bob Rusch through P112.,False,No
493,Canadian Journal of Earth Sciences coden CJESAP.,coden is an equivalent property of P1159.,"Given the previous statements, does Canadian Journal of Earth Sciences have a relation with CJESAP through P1159?",Yes,Canadian Journal of Earth Sciences has a relation with CJESAP through P1159.,True,CJ
1157,Carl Ernst Fürst Fugger von Glött placeOfBurial Kirchheim in Schwaben.,placeOfBurial is an equivalent property of country.,"Given the previous statements, does Carl Ernst Fürst Fugger von Glött have a relation with Kirchheim in Schwaben through P119?",No,Carl Ernst Fürst Fugger von Glött does not have a relation with Kirchheim in Schwaben through P119.,False,Carl
315,Caste: The Origins of Our Discontents dcc 305.5122.,dcc is an equivalent property of P1036.,"Given the previous statements, does Caste: The Origins of Our Discontents have a relation with 305.5122 through P1036?",Yes,Caste: The Origins of Our Discontents has a relation with 305.5122 through P1036.,True,No
1389,CaRMetal releaseDate 2006-10-28.,releaseDate is an equivalent property of maintainedBy.,"Given the previous statements, does CaRMetal have a relation with 2006-10-28 through P577?",No,CaRMetal does not have a relation with 2006-10-28 through P577.,False,No
1520,Caitríona Perry employer Raidió Teilifís Éireann.,employer is an equivalent property of P463.,"Given the previous statements, does Caitríona Perry have a relation with Raidió Teilifís Éireann through P108?",No,Caitríona Perry does not have a relation with Raidió Teilifís Éireann through P108.,False,Yes
725,CaMia Hopson education Albany State University.,education is an equivalent property of P69.,"Given the previous statements, does CaMia Hopson have a relation with Albany State University through P69?",Yes,CaMia Hopson has a relation with Albany State University through P69.,True,No
334,Kaena Ridge elevation -1200.0.,elevation is an equivalent property of P2044.,"Given the previous statements, does Kaena Ridge have a relation with -1200.0 through P2044?",Yes,Kaena Ridge has a relation with -1200.0 through P2044.,True,Ka
1068,Pravind Jugnauth mother Sarojini Jugnauth.,mother is an equivalent property of builder.,"Given the previous statements, does Pravind Jugnauth have a relation with Sarojini Jugnauth through P25?",No,Pravind Jugnauth does not have a relation with Sarojini Jugnauth through P25.,False,P
1218,Cabazitaxel alternativeName Jevtana.,alternativeName is an equivalent property of last_activity_date.,"Given the previous statements, does Cabazitaxel have a relation with Jevtana through shortName?",No,Cabazitaxel does not have a relation with Jevtana through shortName.,False,No
846,Cabell Tennis nationality Americans.,nationality is an equivalent property of P27.,"Given the previous statements, does Cabell Tennis have a relation with Americans through P27?",Yes,Cabell Tennis has a relation with Americans through P27.,True,No
573,Lyons and Yosco lccnId no2012007888.,lccnId is an equivalent property of P244.,"Given the previous statements, does Lyons and Yosco have a relation with no2012007888 through P244?",Yes,Lyons and Yosco has a relation with no2012007888 through P244.,True,Yes
1254,Cartosat-2 cosparId 2007-001B.,cosparId is an equivalent property of P571.,"Given the previous statements, does Cartosat-2 have a relation with 2007-001B through P247?",No,Cartosat-2 does not have a relation with 2007-001B through P247.,False,No
1483,Caleb Blood Smith signature Caleb Blood Smith Signature.svg.,signature is an equivalent property of P463.,"Given the previous statements, does Caleb Blood Smith have a relation with Caleb Blood Smith Signature.svg through P109?",No,Caleb Blood Smith does not have a relation with Caleb Blood Smith Signature.svg through P109.,False,No
96,Calvin Schofield Jr. diocese Episcopal Diocese of Southeast Florida.,diocese is an equivalent property of P708.,"Given the previous statements, does Calvin Schofield Jr. have a relation with Episcopal Diocese of Southeast Florida through P708?",Yes,Calvin Schofield Jr. has a relation with Episcopal Diocese of Southeast Florida through P708.,True,Calvin
588,Cabazon Dinosaurs architect Claude K. Bell.,architect is an equivalent property of P84.,"Given the previous statements, does Cabazon Dinosaurs have a relation with Claude K. Bell through P84?",Yes,Cabazon Dinosaurs has a relation with Claude K. Bell through P84.,True,No
1836,Punsalmaagiin Ochirbat primeMinister Puntsagiin Jasrai.,primeMinister is an equivalent property of country.,"Given the previous statements, does Punsalmaagiin Ochirbat have a relation with Puntsagiin Jasrai through P6?",No,Punsalmaagiin Ochirbat does not have a relation with Puntsagiin Jasrai through P6.,False,No
