ID,triple1,triple2,question,answer,inferred triple,label,LLM output
52,isPartOfWineRegion is a subproperty of isPartOf.,isPartOf is a subproperty of budgetYear.,"Given the previous statements, is isPartOfWineRegion a subproperty of isPartOf?",No,isPartOfWineRegion is not a subproperty of isPartOf.,False,No
24,isPartOfWineRegion is a subproperty of isPartOf.,isPartOf is a subproperty of isPartOf.,"Given the previous statements, is isPartOfWineRegion a subproperty of isPartOf?",Yes,isPartOfWineRegion is a subproperty of isPartOf.,True,No
29,locationCity is a subproperty of location.,location is a subproperty of lastFlightEndDate.,"Given the previous statements, is locationCity a subproperty of hasLocation?",No,locationCity is not a subproperty of hasLocation.,False,No
18,featuring is a subproperty of artist.,artist is a subproperty of coparticipatesWith.,"Given the previous statements, is featuring a subproperty of coparticipatesWith?",Yes,featuring is a subproperty of coparticipatesWith.,True,No
40,playRole is a subproperty of uses.,uses is a subproperty of firstAppearance.,"Given the previous statements, is playRole a subproperty of isParticipantIn?",No,playRole is not a subproperty of isParticipantIn.,False,No
22,literaryGenre is a subproperty of genre.,genre is a subproperty of isClassifiedBy.,"Given the previous statements, is literaryGenre a subproperty of isClassifiedBy?",Yes,literaryGenre is a subproperty of isClassifiedBy.,True,No
20,championInDouble is a subproperty of champion.,champion is a subproperty of hasParticipant.,"Given the previous statements, is championInDouble a subproperty of hasParticipant?",Yes,championInDouble is a subproperty of hasParticipant.,True,No
6,championInMixedDouble is a subproperty of championInDouble.,championInDouble is a subproperty of hasParticipant.,"Given the previous statements, is championInMixedDouble a subproperty of hasParticipant?",Yes,championInMixedDouble is a subproperty of hasParticipant.,True,No
34,championInMixedDouble is a subproperty of championInDouble.,championInDouble is a subproperty of blueLongDistancePisteNumber.,"Given the previous statements, is championInMixedDouble a subproperty of hasParticipant?",No,championInMixedDouble is not a subproperty of hasParticipant.,False,No
26,commandant is a subproperty of keyPerson.,keyPerson is a subproperty of sameSettingAs.,"Given the previous statements, is commandant a subproperty of sameSettingAs?",Yes,commandant is a subproperty of sameSettingAs.,True,No
14,albumRuntime is a subproperty of runtime.,runtime is a subproperty of duration.,"Given the previous statements, is albumRuntime a subproperty of duration?",Yes,albumRuntime is a subproperty of duration.,True,No
8,championInSingleMale is a subproperty of championInSingle.,championInSingle is a subproperty of hasParticipant.,"Given the previous statements, is championInSingleMale a subproperty of hasParticipant?",Yes,championInSingleMale is a subproperty of hasParticipant.,True,No
5,championInDoubleMale is a subproperty of championInDouble.,championInDouble is a subproperty of hasParticipant.,"Given the previous statements, is championInDoubleMale a subproperty of hasParticipant?",Yes,championInDoubleMale is a subproperty of hasParticipant.,True,No
43,filmRuntime is a subproperty of runtime.,runtime is a subproperty of protein.,"Given the previous statements, is filmRuntime a subproperty of duration?",No,filmRuntime is not a subproperty of duration.,False,No
17,homeColourHexCode is a subproperty of colourHexCode.,colourHexCode is a subproperty of code.,"Given the previous statements, is homeColourHexCode a subproperty of code?",Yes,homeColourHexCode is a subproperty of code.,True,No
53,isPartOfMilitaryConflict is a subproperty of isPartOf.,isPartOf is a subproperty of signName.,"Given the previous statements, is isPartOfMilitaryConflict a subproperty of isPartOf?",No,isPartOfMilitaryConflict is not a subproperty of isPartOf.,False,No
41,zipCode is a subproperty of postalCode.,postalCode is a subproperty of bioavailability.,"Given the previous statements, is zipCode a subproperty of code?",No,zipCode is not a subproperty of code.,False,No
