ID,triple1,triple2,question,answer,inferred triple,label,LLM output
1931,J is a V.,V is a subclass of D.,"Given the previous statements, is J a Z?",No,J is not a Z.,False,No
1750,H is a D.,D is a subclass of T.,"Given the previous statements, is H a M?",No,H is not a M.,False,No
603,G is a Y.,Y is a subclass of U.,"Given the previous statements, is G a U?",Yes,G is a U.,True,No
855,I is a F.,F is a subclass of N.,"Given the previous statements, is I a N?",Yes,I is a N.,True,No
146,B is a G.,G is a subclass of C.,"Given the previous statements, is B a C?",Yes,B is a C.,True,No
1384,D is a E.,E is a subclass of B.,"Given the previous statements, is D a V?",No,D is not a V.,False,No
1692,G is a X.,X is a subclass of S.,"Given the previous statements, is G a J?",No,G is not a J.,False,No
93,A is a E.,E is a subclass of B.,"Given the previous statements, is A a B?",Yes,A is a B.,True,No
833,I is a D.,D is a subclass of H.,"Given the previous statements, is I a H?",Yes,I is a H.,True,No
74,A is a Z.,Z is a subclass of K.,"Given the previous statements, is A a K?",Yes,A is a K.,True,No
1283,C is a B.,B is a subclass of M.,"Given the previous statements, is C a D?",No,C is not a D.,False,No
1008,A is a G.,G is a subclass of E.,"Given the previous statements, is A a M?",No,A is not a M.,False,No
1277,C is a R.,R is a subclass of O.,"Given the previous statements, is C a P?",No,C is not a P.,False,No
1374,D is a F.,F is a subclass of M.,"Given the previous statements, is D a H?",No,D is not a H.,False,No
678,G is a C.,C is a subclass of Y.,"Given the previous statements, is G a Y?",Yes,G is a Y.,True,No
1207,C is a J.,J is a subclass of O.,"Given the previous statements, is C a N?",No,C is not a N.,False,No
207,C is a I.,I is a subclass of O.,"Given the previous statements, is C a O?",Yes,C is a O.,True,No
1130,B is a T.,T is a subclass of J.,"Given the previous statements, is B a C?",No,B is not a C.,False,No
957,J is a H.,H is a subclass of Q.,"Given the previous statements, is J a Q?",Yes,J is a Q.,True,No
1125,B is a W.,W is a subclass of P.,"Given the previous statements, is B a L?",No,B is not a L.,False,No
103,B is a L.,L is a subclass of K.,"Given the previous statements, is B a K?",Yes,B is a K.,True,No
998,J is a H.,H is a subclass of M.,"Given the previous statements, is J a M?",Yes,J is a M.,True,No
1078,A is a D.,D is a subclass of E.,"Given the previous statements, is A a G?",No,A is not a G.,False,No
1621,G is a H.,H is a subclass of D.,"Given the previous statements, is G a T?",No,G is not a T.,False,No
1933,J is a D.,D is a subclass of S.,"Given the previous statements, is J a O?",No,J is not a O.,False,No
1521,F is a Z.,Z is a subclass of G.,"Given the previous statements, is F a D?",No,F is not a D.,False,No
615,G is a P.,P is a subclass of M.,"Given the previous statements, is G a M?",Yes,G is a M.,True,No
464,E is a Q.,Q is a subclass of L.,"Given the previous statements, is E a L?",Yes,E is a L.,True,No
1411,E is a O.,O is a subclass of T.,"Given the previous statements, is E a V?",No,E is not a V.,False,No
1194,B is a X.,X is a subclass of L.,"Given the previous statements, is B a N?",No,B is not a N.,False,No
432,E is a F.,F is a subclass of H.,"Given the previous statements, is E a H?",Yes,E is a H.,True,No
1765,H is a S.,S is a subclass of L.,"Given the previous statements, is H a A?",No,H is not a A.,False,No
1348,D is a H.,H is a subclass of O.,"Given the previous statements, is D a R?",No,D is not a R.,False,No
83,A is a D.,D is a subclass of J.,"Given the previous statements, is A a J?",Yes,A is a J.,True,No
1121,B is a P.,P is a subclass of W.,"Given the previous statements, is B a M?",No,B is not a M.,False,No
1829,I is a D.,D is a subclass of L.,"Given the previous statements, is I a P?",No,I is not a P.,False,No
949,J is a V.,V is a subclass of X.,"Given the previous statements, is J a X?",Yes,J is a X.,True,No
723,H is a M.,M is a subclass of O.,"Given the previous statements, is H a O?",Yes,H is a O.,True,No
328,D is a V.,V is a subclass of B.,"Given the previous statements, is D a B?",Yes,D is a B.,True,No
866,I is a L.,L is a subclass of Y.,"Given the previous statements, is I a Y?",Yes,I is a Y.,True,No
407,E is a I.,I is a subclass of H.,"Given the previous statements, is E a H?",Yes,E is a H.,True,No
527,F is a A.,A is a subclass of Z.,"Given the previous statements, is F a Z?",Yes,F is a Z.,True,No
72,A is a Q.,Q is a subclass of B.,"Given the previous statements, is A a B?",Yes,A is a B.,True,No
258,C is a Z.,Z is a subclass of X.,"Given the previous statements, is C a X?",Yes,C is a X.,True,No
249,C is a B.,B is a subclass of D.,"Given the previous statements, is C a D?",Yes,C is a D.,True,No
1897,I is a J.,J is a subclass of B.,"Given the previous statements, is I a W?",No,I is not a W.,False,No
365,D is a E.,E is a subclass of U.,"Given the previous statements, is D a U?",Yes,D is a U.,True,No
517,F is a O.,O is a subclass of Q.,"Given the previous statements, is F a Q?",Yes,F is a Q.,True,No
1616,G is a A.,A is a subclass of E.,"Given the previous statements, is G a U?",No,G is not a U.,False,No
1019,A is a Q.,Q is a subclass of M.,"Given the previous statements, is A a P?",No,A is not a P.,False,No
126,B is a K.,K is a subclass of J.,"Given the previous statements, is B a J?",Yes,B is a J.,True,No
1153,B is a H.,H is a subclass of F.,"Given the previous statements, is B a T?",No,B is not a T.,False,No
322,D is a V.,V is a subclass of H.,"Given the previous statements, is D a H?",Yes,D is a H.,True,No
1015,A is a L.,L is a subclass of E.,"Given the previous statements, is A a N?",No,A is not a N.,False,No
1937,J is a T.,T is a subclass of O.,"Given the previous statements, is J a S?",No,J is not a S.,False,No
1975,J is a A.,A is a subclass of Z.,"Given the previous statements, is J a K?",No,J is not a K.,False,No
1537,F is a V.,V is a subclass of E.,"Given the previous statements, is F a U?",No,F is not a U.,False,No
525,F is a J.,J is a subclass of X.,"Given the previous statements, is F a X?",Yes,F is a X.,True,No
172,B is a S.,S is a subclass of X.,"Given the previous statements, is B a X?",Yes,B is a X.,True,No
452,E is a C.,C is a subclass of F.,"Given the previous statements, is E a F?",Yes,E is a F.,True,No
55,A is a B.,B is a subclass of W.,"Given the previous statements, is A a W?",Yes,A is a W.,True,No
1147,B is a X.,X is a subclass of Z.,"Given the previous statements, is B a R?",No,B is not a R.,False,No
1856,I is a Z.,Z is a subclass of A.,"Given the previous statements, is I a K?",No,I is not a K.,False,No
1719,H is a Y.,Y is a subclass of L.,"Given the previous statements, is H a J?",No,H is not a J.,False,No
1483,E is a D.,D is a subclass of F.,"Given the previous statements, is E a R?",No,E is not a R.,False,No
505,F is a I.,I is a subclass of G.,"Given the previous statements, is F a G?",Yes,F is a G.,True,No
1827,I is a C.,C is a subclass of Q.,"Given the previous statements, is I a P?",No,I is not a P.,False,No
744,H is a M.,M is a subclass of N.,"Given the previous statements, is H a N?",Yes,H is a N.,True,No
1095,A is a C.,C is a subclass of R.,"Given the previous statements, is A a G?",No,A is not a G.,False,No
1490,E is a J.,J is a subclass of R.,"Given the previous statements, is E a M?",No,E is not a M.,False,No
1485,E is a H.,H is a subclass of L.,"Given the previous statements, is E a P?",No,E is not a P.,False,No
867,I is a J.,J is a subclass of E.,"Given the previous statements, is I a E?",Yes,I is a E.,True,No
810,I is a T.,T is a subclass of A.,"Given the previous statements, is I a A?",Yes,I is a A.,True,No
342,D is a O.,O is a subclass of P.,"Given the previous statements, is D a P?",Yes,D is a P.,True,No
1551,F is a H.,H is a subclass of J.,"Given the previous statements, is F a D?",No,F is not a D.,False,No
357,D is a H.,H is a subclass of N.,"Given the previous statements, is D a N?",Yes,D is a N.,True,No
1477,E is a I.,I is a subclass of L.,"Given the previous statements, is E a A?",No,E is not a A.,False,No
43,A is a H.,H is a subclass of U.,"Given the previous statements, is A a U?",Yes,A is a U.,True,No
426,E is a O.,O is a subclass of J.,"Given the previous statements, is E a J?",Yes,E is a J.,True,No
1575,F is a U.,U is a subclass of S.,"Given the previous statements, is F a Z?",No,F is not a Z.,False,No
813,I is a T.,T is a subclass of X.,"Given the previous statements, is I a X?",Yes,I is a X.,True,No
1966,J is a A.,A is a subclass of K.,"Given the previous statements, is J a H?",No,J is not a H.,False,No
1475,E is a H.,H is a subclass of Y.,"Given the previous statements, is E a S?",No,E is not a S.,False,No
1840,I is a G.,G is a subclass of P.,"Given the previous statements, is I a Q?",No,I is not a Q.,False,No
1938,J is a B.,B is a subclass of K.,"Given the previous statements, is J a M?",No,J is not a M.,False,No
954,J is a O.,O is a subclass of S.,"Given the previous statements, is J a S?",Yes,J is a S.,True,No
388,D is a R.,R is a subclass of H.,"Given the previous statements, is D a H?",Yes,D is a H.,True,No
1983,J is a L.,L is a subclass of X.,"Given the previous statements, is J a B?",No,J is not a B.,False,No
1285,C is a T.,T is a subclass of X.,"Given the previous statements, is C a Y?",No,C is not a Y.,False,No
661,G is a O.,O is a subclass of J.,"Given the previous statements, is G a J?",Yes,G is a J.,True,No
1624,G is a D.,D is a subclass of M.,"Given the previous statements, is G a C?",No,G is not a C.,False,No
274,C is a K.,K is a subclass of G.,"Given the previous statements, is C a G?",Yes,C is a G.,True,No
461,E is a J.,J is a subclass of N.,"Given the previous statements, is E a N?",Yes,E is a N.,True,No
884,I is a Y.,Y is a subclass of L.,"Given the previous statements, is I a L?",Yes,I is a L.,True,No
1048,A is a G.,G is a subclass of B.,"Given the previous statements, is A a S?",No,A is not a S.,False,No
938,J is a I.,I is a subclass of E.,"Given the previous statements, is J a E?",Yes,J is a E.,True,No
307,D is a J.,J is a subclass of M.,"Given the previous statements, is D a M?",Yes,D is a M.,True,No
691,G is a L.,L is a subclass of J.,"Given the previous statements, is G a J?",Yes,G is a J.,True,No
675,G is a U.,U is a subclass of A.,"Given the previous statements, is G a A?",Yes,G is a A.,True,No
962,J is a A.,A is a subclass of K.,"Given the previous statements, is J a K?",Yes,J is a K.,True,No
1732,H is a G.,G is a subclass of M.,"Given the previous statements, is H a F?",No,H is not a F.,False,No
1606,G is a Z.,Z is a subclass of M.,"Given the previous statements, is G a B?",No,G is not a B.,False,No
428,E is a M.,M is a subclass of K.,"Given the previous statements, is E a K?",Yes,E is a K.,True,No
1243,C is a J.,J is a subclass of Y.,"Given the previous statements, is C a K?",No,C is not a K.,False,No
139,B is a X.,X is a subclass of G.,"Given the previous statements, is B a G?",Yes,B is a G.,True,No
595,F is a G.,G is a subclass of Z.,"Given the previous statements, is F a Z?",Yes,F is a Z.,True,No
1610,G is a R.,R is a subclass of M.,"Given the previous statements, is G a U?",No,G is not a U.,False,No
725,H is a K.,K is a subclass of Q.,"Given the previous statements, is H a Q?",Yes,H is a Q.,True,No
202,C is a A.,A is a subclass of U.,"Given the previous statements, is C a U?",Yes,C is a U.,True,No
1586,F is a V.,V is a subclass of M.,"Given the previous statements, is F a Y?",No,F is not a Y.,False,No
353,D is a H.,H is a subclass of G.,"Given the previous statements, is D a G?",Yes,D is a G.,True,No
1358,D is a R.,R is a subclass of X.,"Given the previous statements, is D a O?",No,D is not a O.,False,No
1448,E is a Y.,Y is a subclass of D.,"Given the previous statements, is E a W?",No,E is not a W.,False,No
1076,A is a C.,C is a subclass of Q.,"Given the previous statements, is A a B?",No,A is not a B.,False,No
133,B is a P.,P is a subclass of F.,"Given the previous statements, is B a F?",Yes,B is a F.,True,No
158,B is a W.,W is a subclass of D.,"Given the previous statements, is B a D?",Yes,B is a D.,True,No
