ID,triple1,triple2,question,answer,inferred triple,label,LLM output
1147,B is a X.,X is a subclass of Z.,"Given the previous statements, is B a R?",No,B is not a R.,False,"Yes, B is"
1478,E is a G.,G is a subclass of F.,"Given the previous statements, is E a N?",No,E is not a N.,False,No.
1728,H is a Y.,Y is a subclass of N.,"Given the previous statements, is H a U?",No,H is not a U.,False,"Yes, G is"
1934,J is a C.,C is a subclass of N.,"Given the previous statements, is J a K?",No,J is not a K.,False,No.
1181,B is a E.,E is a subclass of O.,"Given the previous statements, is B a P?",No,B is not a P.,False,"Yes, G is"
708,H is a C.,C is a subclass of N.,"Given the previous statements, is H a N?",Yes,H is a N.,True,"Yes, A is"
1301,D is a E.,E is a subclass of F.,"Given the previous statements, is D a H?",No,D is not a H.,False,"No.
G"
1872,I is a N.,N is a subclass of E.,"Given the previous statements, is I a B?",No,I is not a B.,False,"Yes, A is"
20,A is a N.,N is a subclass of M.,"Given the previous statements, is A a M?",Yes,A is a M.,True,"No.
A"
177,B is a A.,A is a subclass of Q.,"Given the previous statements, is B a Q?",Yes,B is a Q.,True,The answer is no
1947,J is a X.,X is a subclass of U.,"Given the previous statements, is J a Z?",No,J is not a Z.,False,"No.
G"
779,H is a I.,I is a subclass of N.,"Given the previous statements, is H a N?",Yes,H is a N.,True,The answer is no
1881,I is a U.,U is a subclass of M.,"Given the previous statements, is I a G?",No,I is not a G.,False,"No.
The"
612,G is a K.,K is a subclass of A.,"Given the previous statements, is G a A?",Yes,G is a A.,True,The answer is no
21,A is a K.,K is a subclass of X.,"Given the previous statements, is A a X?",Yes,A is a X.,True,"No.
The"
1902,J is a E.,E is a subclass of U.,"Given the previous statements, is J a D?",No,J is not a D.,False,H is a P
618,G is a R.,R is a subclass of M.,"Given the previous statements, is G a M?",Yes,G is a M.,True,"No.
The"
56,A is a T.,T is a subclass of C.,"Given the previous statements, is A a C?",Yes,A is a C.,True,"No.
The"
1,A is a T.,T is a subclass of F.,"Given the previous statements, is A a F?",Yes,A is a F.,True,H is a Q
1025,A is a D.,D is a subclass of R.,"Given the previous statements, is A a Q?",No,A is not a Q.,False,The answer is no
1227,C is a S.,S is a subclass of A.,"Given the previous statements, is C a P?",No,C is not a P.,False,"Yes, E is"
1787,H is a N.,N is a subclass of Y.,"Given the previous statements, is H a G?",No,H is not a G.,False,"Yes, J is"
582,F is a E.,E is a subclass of Y.,"Given the previous statements, is F a Y?",Yes,F is a Y.,True,The answer is no
114,B is a N.,N is a subclass of D.,"Given the previous statements, is B a D?",Yes,B is a D.,True,No.
474,E is a Z.,Z is a subclass of T.,"Given the previous statements, is E a T?",Yes,E is a T.,True,"Yes, I is"
209,C is a E.,E is a subclass of F.,"Given the previous statements, is C a F?",Yes,C is a F.,True,The answer is no
1813,I is a O.,O is a subclass of N.,"Given the previous statements, is I a E?",No,I is not a E.,False,The answer is no
599,F is a I.,I is a subclass of K.,"Given the previous statements, is F a K?",Yes,F is a K.,True,The answer is no
677,G is a I.,I is a subclass of J.,"Given the previous statements, is G a J?",Yes,G is a J.,True,The answer is no
