ID,triple1,triple2,question,answer,inferred triple,label,LLM output
512,Benign fasciculation syndrome medicalSpecialty Psychiatry.,medicalSpecialty has range MedicalSpecialty.,"Given the previous statements, is Psychiatry a MedicalSpecialty?",Yes,Psychiatry is a MedicalSpecialty.,True,"Yes, Psychiatry is a medicalSpecialty."
1390,Cartaya twinTown Loulé.,twinTown has range Train.,"Given the previous statements, is Loulé a Settlement?",No,Loulé is not a Settlement.,False,"Yes, Loulé is a settlement."
1644,Satish Dhawan Space Centre lastLaunchRocket PSLV-XL.,lastLaunchRocket has range MilitaryService.,"Given the previous statements, is PSLV-XL a Rocket?",No,PSLV-XL is not a Rocket.,False,"Yes, the PSLV-XL is a rocket."
420,All Too Hard jockey Dwayne Dunn.,jockey has range Jockey.,"Given the previous statements, is Dwayne Dunn a Jockey?",Yes,Dwayne Dunn is a Jockey.,True,"Yes, Dwayne Dunn is a jockey."
364,Calle Clang prospectTeam Rögle BK.,prospectTeam has range HockeyTeam.,"Given the previous statements, is Rögle BK a HockeyTeam?",Yes,Rögle BK is a HockeyTeam.,True,"Yes, Rögle BK is a HockeyTeam."
875,Cachito de cielo composer Pedro Fernández.,composer has range Person.,"Given the previous statements, is Pedro Fernández a Person?",Yes,Pedro Fernández is a Person.,True,"Yes, Pedro Fernández is a Person."
1975,"Rothmans 50,000 fastestDriverTeam Team Lotus.",fastestDriverTeam has range Single.,"Given the previous statements, is Team Lotus a SportsTeam?",No,Team Lotus is not a SportsTeam.,False,"Yes, Team Lotus is a sports team."
234,Catalan Centre secretaryGeneral Joaquim Molins.,secretaryGeneral has range Person.,"Given the previous statements, is Joaquim Molins a Person?",Yes,Joaquim Molins is a Person.,True,"Yes, Joaquim Molins is a Person."
201,Caity Lotz partner Kyle Schmid.,partner has range Person.,"Given the previous statements, is Kyle Schmid a Person?",Yes,Kyle Schmid is a Person.,True,"Yes, Kyle Schmid is a Person."
114,Professional Box Lacrosse Association ceo Carmen Kesner.,ceo has range Person.,"Given the previous statements, is Carmen Kesner a Person?",Yes,Carmen Kesner is a Person.,True,"Yes, Carmen Kesner is a Person."
934,Cantaloupe Music distributingCompany Naxos Records.,distributingCompany has range Company.,"Given the previous statements, is Naxos Records a Company?",Yes,Naxos Records is a Company.,True,"Yes, Naxos Records is a Company."
507,Cameroon legislature Parliament of Cameroon.,legislature has range Legislature.,"Given the previous statements, is Parliament of Cameroon a Legislature?",Yes,Parliament of Cameroon is a Legislature.,True,"Yes, the Parliament of Cameroon is a legislature."
346,Caen mayor Joël Bruneau.,mayor has range Mayor.,"Given the previous statements, is Joël Bruneau a Mayor?",Yes,Joël Bruneau is a Mayor.,True,"Yes, Jol Bruneau is a Mayor of Caen."
1836,2007 US Open championInMixedDouble Victoria Azarenka.,championInMixedDouble has range Language.,"Given the previous statements, is Victoria Azarenka an Athlete?",No,Victoria Azarenka is not an Athlete.,False,"Yes, Victoria Azarenka is an Athlete."
314,Caitlin Fields formerPartner Ernie Utah Stevens.,formerPartner has range Person.,"Given the previous statements, is Ernie Utah Stevens a Person?",Yes,Ernie Utah Stevens is a Person.,True,"Yes, Ernie Utah Stevens is a Person."
1777,California Air National Guard aircraftTransport HC-130J Combat King II.,aircraftTransport has range AmusementParkAttraction.,"Given the previous statements, is HC-130J Combat King II a MeanOfTransportation?",No,HC-130J Combat King II is not a MeanOfTransportation.,False,"Yes, the HC-130J Combat King II is a MeanOfTransport"
78,Canan Dağdeviren academicAdvisor Robert S. Langer.,academicAdvisor has range Person.,"Given the previous statements, is Robert S. Langer a Person?",Yes,Robert S. Langer is a Person.,True,"Yes, Robert S. Langer is a Person."
310,Caitlin Yankowskas formerCoach Johnny Johns.,formerCoach has range Person.,"Given the previous statements, is Johnny Johns a Person?",Yes,Johnny Johns is a Person.,True,"Yes, Johnny Johns is a Person."
1550,Cadet College Ormara principal Pakistan Navy.,principal has range RoadJunction.,"Given the previous statements, is Pakistan Navy a Person?",No,Pakistan Navy is not a Person.,False,"Yes, the Pakistan Navy is a person."
1322,"Caldew homeport Portsmouth, England.",homeport has range Mountain.,"Given the previous statements, is Portsmouth, England a Place?",No,"Portsmouth, England is not a Place.",False,"Yes, Portsmouth, England is a Place."
1176,Cabralzinho managerClub Qatar national football team.,managerClub has range GovernmentAgency.,"Given the previous statements, is Qatar national football team a SportsTeam?",No,Qatar national football team is not a SportsTeam.,False,"Yes, Qatar national football team is a SportsTeam."
794,Cabbage associatedBand James Skelly.,associatedBand has range Band.,"Given the previous statements, is James Skelly a Band?",Yes,James Skelly is a Band.,True,"Yes, James Skelly is a Band."
244,Candyman species Bogeyman.,species has range Species.,"Given the previous statements, is Bogeyman a Species?",Yes,Bogeyman is a Species.,True,"Yes, Bogeyman is a species."
1527,Pulmonary pleurae nerve Phrenic nerve.,nerve has range Glacier.,"Given the previous statements, is Phrenic nerve a Nerve?",No,Phrenic nerve is not a Nerve.,False,"Yes, Pulmonary pleurae nerve is a Nerve."
1742,Cameroon Air Force aircraftAttack Dornier Alpha Jet.,aircraftAttack has range Brain.,"Given the previous statements, is Dornier Alpha Jet a MeanOfTransportation?",No,Dornier Alpha Jet is not a MeanOfTransportation.,False,"Yes, Dornier Alpha Jet is a MeanOfTransportation."
1931,Endocrinology disease Thyroid disease.,disease has range FootballMatch.,"Given the previous statements, is Thyroid disease a Disease?",No,Thyroid disease is not a Disease.,False,"Yes, Thyroid disease is a disease."
1470,Sciatic nerve branchTo Tibial nerve.,branchTo has range CurlingLeague.,"Given the previous statements, is Tibial nerve an AnatomicalStructure?",No,Tibial nerve is not an AnatomicalStructure.,False,"Yes, Tibial nerve is an Anatomical Structure."
110,Cabeção careerStation Cabeção   CareerStation  3.,careerStation has range CareerStation.,"Given the previous statements, is Cabeção   CareerStation  3 a CareerStation?",Yes,Cabeção   CareerStation  3 is a CareerStation.,True,"Yes, Cabeçao CareerStation 3 is a CareerStation."
82,Royal Thai Air Force aircraftInterceptor General Dynamics F-16 Fighting Falcon.,aircraftInterceptor has range MeanOfTransportation.,"Given the previous statements, is General Dynamics F-16 Fighting Falcon a MeanOfTransportation?",Yes,General Dynamics F-16 Fighting Falcon is a MeanOfTransportation.,True,"Yes, the General Dynamics F-16 Fighting Falcon is a MeanOfTransportation."
179,Cabo Daciolo militaryService Cabo Daciolo  MilitaryService  1.,militaryService has range MilitaryService.,"Given the previous statements, is Cabo Daciolo  MilitaryService  1 a MilitaryService?",Yes,Cabo Daciolo  MilitaryService  1 is a MilitaryService.,True,"Yes, Cabo Daciolo MilitaryService 1 is a MilitaryService."
