ID,triple1,triple2,question,answer,inferred triple,label,LLM output
638,G O R.,O has range N.,"Given the previous statements, is R a N?",Yes,R is a N.,True,"Yes, R is a N."
1,A W I.,W has range O.,"Given the previous statements, is I a O?",Yes,I is a O.,True,"Yes, I am a O."
1943,J K B.,K has range R.,"Given the previous statements, is B a Q?",No,B is not a Q.,False,"Yes, B is a Q."
1055,A I K.,I has range B.,"Given the previous statements, is K a P?",No,K is not a P.,False,"Yes, K is a P."
166,B I A.,I has range R.,"Given the previous statements, is A a R?",Yes,A is a R.,True,"Yes, A is a R."
1587,F B J.,B has range R.,"Given the previous statements, is J a W?",No,J is not a W.,False,"Yes, J is a W."
1051,A V Q.,V has range T.,"Given the previous statements, is Q a R?",No,Q is not a R.,False,"Yes, Q is a R."
227,C A T.,A has range M.,"Given the previous statements, is T a M?",Yes,T is a M.,True,"Yes, C A T A has range M."
496,E L H.,L has range J.,"Given the previous statements, is H a J?",Yes,H is a J.,True,"Yes, H is a J."
1941,J T Z.,T has range S.,"Given the previous statements, is Z a W?",No,Z is not a W.,False,"Yes, Z is a W."
1562,F D A.,D has range G.,"Given the previous statements, is A a M?",No,A is not a M.,False,"No, A is not a M."
179,B W V.,W has range R.,"Given the previous statements, is V a R?",Yes,V is a R.,True,"Yes, V is a R."
950,J S P.,S has range C.,"Given the previous statements, is P a C?",Yes,P is a C.,True,"Yes, P is a C."
281,C F Z.,F has range R.,"Given the previous statements, is Z a R?",Yes,Z is a R.,True,"Yes, Z is a R."
1718,H Q G.,Q has range R.,"Given the previous statements, is G a K?",No,G is not a K.,False,"Yes, G is a K."
1526,F P I.,P has range A.,"Given the previous statements, is I a W?",No,I is not a W.,False,"Yes, I is a W."
1090,A Z P.,Z has range T.,"Given the previous statements, is P a I?",No,P is not a I.,False,"Yes, P is a I."
693,G V A.,V has range H.,"Given the previous statements, is A a H?",Yes,A is a H.,True,"Yes, G V is a H."
1789,H R J.,R has range N.,"Given the previous statements, is J a A?",No,J is not a A.,False,"Yes, J is a A."
601,G Y Z.,Y has range P.,"Given the previous statements, is Z a P?",Yes,Z is a P.,True,"Yes, Z is a P."
787,H K L.,K has range A.,"Given the previous statements, is L a A?",Yes,L is a A.,True,"Yes, L is a A."
436,E F M.,F has range L.,"Given the previous statements, is M a L?",Yes,M is a L.,True,"Yes, M is a L."
164,B G S.,G has range Y.,"Given the previous statements, is S a Y?",Yes,S is a Y.,True,"Yes, S is a Y."
1688,G Y O.,Y has range S.,"Given the previous statements, is O a M?",No,O is not a M.,False,"Yes, O is a M."
674,G E T.,E has range R.,"Given the previous statements, is T a R?",Yes,T is a R.,True,"Yes, T is a R."
1243,C J X.,J has range D.,"Given the previous statements, is X a Q?",No,X is not a Q.,False,"Yes, X is a Q."
139,B N E.,N has range J.,"Given the previous statements, is E a J?",Yes,E is a J.,True,"Yes, E is a J."
34,A D S.,D has range Q.,"Given the previous statements, is S a Q?",Yes,S is a Q.,True,"Yes, S is a Q."
528,F I O.,I has range V.,"Given the previous statements, is O a V?",Yes,O is a V.,True,"Yes, O is a V."
1295,C T R.,T has range B.,"Given the previous statements, is R a P?",No,R is not a P.,False,"Yes, R is a P."
1036,A D K.,D has range F.,"Given the previous statements, is K a R?",No,K is not a R.,False,"No, K is not a R."
328,D B W.,B has range O.,"Given the previous statements, is W a O?",Yes,W is a O.,True,"Yes, W is a O."
406,E V C.,V has range Q.,"Given the previous statements, is C a Q?",Yes,C is a Q.,True,"Yes, C is a Q."
111,B Z E.,Z has range D.,"Given the previous statements, is E a D?",Yes,E is a D.,True,"Yes, E is a D."
1413,E T K.,T has range J.,"Given the previous statements, is K a A?",No,K is not a A.,False,"Yes, K is a A."
1004,A R F.,R has range Q.,"Given the previous statements, is F a Y?",No,F is not a Y.,False,"Yes, F is a Y."
1096,A X B.,X has range L.,"Given the previous statements, is B a O?",No,B is not a O.,False,"Yes, B is a O."
105,B E Z.,E has range Q.,"Given the previous statements, is Z a Q?",Yes,Z is a Q.,True,"Yes, Z is a Q."
334,D K N.,K has range C.,"Given the previous statements, is N a C?",Yes,N is a C.,True,"Yes, D K is a C."
466,E H T.,H has range F.,"Given the previous statements, is T a F?",Yes,T is a F.,True,"Yes, T is a F."
382,D F H.,F has range C.,"Given the previous statements, is H a C?",Yes,H is a C.,True,"Yes, H is a C."
1957,J Z G.,Z has range B.,"Given the previous statements, is G a X?",No,G is not a X.,False,"Yes, G is a X."
1490,E R G.,R has range K.,"Given the previous statements, is G a U?",No,G is not a U.,False,"Yes, G is a U."
477,E O U.,O has range T.,"Given the previous statements, is U a T?",Yes,U is a T.,True,"Yes, U is a T."
1439,E T V.,T has range A.,"Given the previous statements, is V a P?",No,V is not a P.,False,"Yes, V is a P."
622,G M O.,M has range W.,"Given the previous statements, is O a W?",Yes,O is a W.,True,"Yes, O is a W."
1675,G N R.,N has range A.,"Given the previous statements, is R a U?",No,R is not a U.,False,"Yes, R is a U."
544,F B H.,B has range R.,"Given the previous statements, is H a R?",Yes,H is a R.,True,"Yes, H is a R."
302,D Y G.,Y has range U.,"Given the previous statements, is G a U?",Yes,G is a U.,True,"Yes, G is a U."
1937,J I K.,I has range H.,"Given the previous statements, is K a G?",No,K is not a G.,False,"Yes, K is a G."
2,A N F.,N has range V.,"Given the previous statements, is F a V?",Yes,F is a V.,True,"Yes, F is a V."
1877,I L X.,L has range Y.,"Given the previous statements, is X a E?",No,X is not a E.,False,"Yes, X is a E."
1785,H L Q.,L has range V.,"Given the previous statements, is Q a K?",No,Q is not a K.,False,"No, Q is not a K."
898,I D K.,D has range Z.,"Given the previous statements, is K a Z?",Yes,K is a Z.,True,"Yes, K is a Z."
602,G W O.,W has range M.,"Given the previous statements, is O a M?",Yes,O is a M.,True,"Yes, O is a M."
1097,A G J.,G has range Y.,"Given the previous statements, is J a L?",No,J is not a L.,False,"No, J is not a L."
1967,J X O.,X has range L.,"Given the previous statements, is O a W?",No,O is not a W.,False,"Yes, O is a W."
530,F W K.,W has range M.,"Given the previous statements, is K a M?",Yes,K is a M.,True,"Yes, K is a M."
1602,G O M.,O has range X.,"Given the previous statements, is M a C?",No,M is not a C.,False,"Yes, M is a C."
926,J E I.,E has range P.,"Given the previous statements, is I a P?",Yes,I is a P.,True,"Yes, I is a P."
1288,C W E.,W has range K.,"Given the previous statements, is E a X?",No,E is not a X.,False,"Yes, C is a X."
1406,E K F.,K has range J.,"Given the previous statements, is F a U?",No,F is not a U.,False,"Yes, F is a U."
