ID,triple1,triple2,question,answer,inferred triple,label,LLM output
55,E is a O.,O is disjoint with P.,"Given the previous statements, is E not a P?",Yes,E is not a P.,True,No
43,D is a T.,T is disjoint with M.,"Given the previous statements, is D not a M?",Yes,D is not a M.,True,No
217,J is a W.,W is disjoint with T.,"Given the previous statements, is J not a R?",No,J could be a R.,False,No
14,B is a K.,K is disjoint with X.,"Given the previous statements, is B not a X?",Yes,B is not a X.,True,No
206,I is a M.,M is disjoint with J.,"Given the previous statements, is I not a W?",No,I could be a W.,False,No
2,A is a H.,H is disjoint with L.,"Given the previous statements, is A not a L?",Yes,A is not a L.,True,No
220,J is a W.,W is disjoint with K.,"Given the previous statements, is J not a M?",No,J could be a M.,False,No
11,A is a V.,V is disjoint with H.,"Given the previous statements, is A not a H?",Yes,A is not a H.,True,No
167,F is a S.,S is disjoint with P.,"Given the previous statements, is F not a D?",No,F could be a D.,False,No
53,E is a W.,W is disjoint with Y.,"Given the previous statements, is E not a Y?",Yes,E is not a Y.,True,No
4,A is a Z.,Z is disjoint with I.,"Given the previous statements, is A not a I?",Yes,A is not a I.,True,A
105,J is a S.,S is disjoint with G.,"Given the previous statements, is J not a G?",Yes,J is not a G.,True,No
110,J is a Q.,Q is disjoint with M.,"Given the previous statements, is J not a M?",Yes,J is not a M.,True,No
24,C is a I.,I is disjoint with N.,"Given the previous statements, is C not a N?",Yes,C is not a N.,True,No
98,I is a T.,T is disjoint with W.,"Given the previous statements, is I not a W?",Yes,I is not a W.,True,No
52,E is a Y.,Y is disjoint with R.,"Given the previous statements, is E not a R?",Yes,E is not a R.,True,No
209,I is a E.,E is disjoint with Y.,"Given the previous statements, is I not a H?",No,I could be a H.,False,No
41,D is a O.,O is disjoint with B.,"Given the previous statements, is D not a B?",Yes,D is not a B.,True,No
112,A is a K.,K is disjoint with Q.,"Given the previous statements, is A not a S?",No,A could be a S.,False,No
152,D is a A.,A is disjoint with B.,"Given the previous statements, is D not a Q?",No,D could be a Q.,False,No
72,G is a T.,T is disjoint with J.,"Given the previous statements, is G not a J?",Yes,G is not a J.,True,No
71,G is a L.,L is disjoint with C.,"Given the previous statements, is G not a C?",Yes,G is not a C.,True,No
85,H is a B.,B is disjoint with I.,"Given the previous statements, is H not a I?",Yes,H is not a I.,True,H
15,B is a K.,K is disjoint with D.,"Given the previous statements, is B not a D?",Yes,B is not a D.,True,No
169,F is a L.,L is disjoint with O.,"Given the previous statements, is F not a Y?",No,F could be a Y.,False,No
145,D is a Y.,Y is disjoint with B.,"Given the previous statements, is D not a L?",No,D could be a L.,False,No
28,C is a N.,N is disjoint with J.,"Given the previous statements, is C not a J?",Yes,C is not a J.,True,No
59,F is a R.,R is disjoint with S.,"Given the previous statements, is F not a S?",Yes,F is not a S.,True,No
148,D is a P.,P is disjoint with C.,"Given the previous statements, is D not a N?",No,D could be a N.,False,No
143,C is a H.,H is disjoint with O.,"Given the previous statements, is C not a B?",No,C could be a B.,False,No
35,D is a W.,W is disjoint with O.,"Given the previous statements, is D not a O?",Yes,D is not a O.,True,No
96,I is a L.,L is disjoint with P.,"Given the previous statements, is I not a P?",Yes,I is not a P.,True,No
149,D is a Q.,Q is disjoint with X.,"Given the previous statements, is D not a B?",No,D could be a B.,False,No
187,G is a N.,N is disjoint with P.,"Given the previous statements, is G not a W?",No,G could be a W.,False,No
