ID,triple1,triple2,question,answer,inferred triple,label,LLM output
19,Cabal of Naples is a Person.,Person is disjoint with UnitOfWork.,"Given the previous statements, is Cabal of Naples not an UnitOfWork?",Yes,Cabal of Naples is not an UnitOfWork.,True,No
138,Calamostoma is a Fish.,Fish is disjoint with Historian.,"Given the previous statements, is Calamostoma not a Mammal?",No,Calamostoma could be a Mammal.,False,No
13,Cab Kaye is a Person.,Person is disjoint with MeanOfTransportation.,"Given the previous statements, is Cab Kaye not a MeanOfTransportation?",Yes,Cab Kaye is not a MeanOfTransportation.,True,No
105,Cabassous is a Person.,Person is disjoint with ProtohistoricalPeriod.,"Given the previous statements, is Cabassous not a ProtohistoricalPeriod?",Yes,Cabassous is not a ProtohistoricalPeriod.,True,No
3,Cab Kaye is a Person.,Person is disjoint with Activity.,"Given the previous statements, is Cab Kaye not an Activity?",Yes,Cab Kaye is not an Activity.,True,No
87,Cab Calloway is a Person.,Person is disjoint with Nebula.,"Given the previous statements, is Cab Calloway not a Nebula?",Yes,Cab Calloway is not a Nebula.,True,No
69,Cabal of Naples is a Person.,Person is disjoint with GeologicalPeriod.,"Given the previous statements, is Cabal of Naples not a GeologicalPeriod?",Yes,Cabal of Naples is not a GeologicalPeriod.,True,No
44,Cabal of Naples is a Person.,Person is disjoint with Event.,"Given the previous statements, is Cabal of Naples not an Event?",Yes,Cabal of Naples is not an Event.,True,No
180,Cabassous is a Person.,Person is disjoint with Book.,"Given the previous statements, is Cabassous not a GeologicalPeriod?",No,Cabassous could be a GeologicalPeriod.,False,No
144,Cabal of Naples is a Person.,Person is disjoint with LineOfFashion.,"Given the previous statements, is Cabal of Naples not a TimePeriod?",No,Cabal of Naples could be a TimePeriod.,False,No
74,Cabal of Naples is a Person.,Person is disjoint with HistoricalPeriod.,"Given the previous statements, is Cabal of Naples not a HistoricalPeriod?",Yes,Cabal of Naples is not a HistoricalPeriod.,True,No
32,Cab Calloway is a Person.,Person is disjoint with TimePeriod.,"Given the previous statements, is Cab Calloway not a TimePeriod?",Yes,Cab Calloway is not a TimePeriod.,True,No
169,Cabal of Naples is a Person.,Person is disjoint with NordicCombined.,"Given the previous statements, is Cabal of Naples not an Escalator?",No,Cabal of Naples could be an Escalator.,False,No
36,CaMia Hopson is a Person.,Person is disjoint with Building.,"Given the previous statements, is CaMia Hopson not a Building?",Yes,CaMia Hopson is not a Building.,True,No
9,"Ca Goulmie, Port-Salut, Haiti is a Place.",Place is disjoint with Agent.,"Given the previous statements, is Ca Goulmie, Port-Salut, Haiti not an Agent?",Yes,"Ca Goulmie, Port-Salut, Haiti is not an Agent.",True,No
186,CaMia Hopson is a Person.,Person is disjoint with IceHockeyPlayer.,"Given the previous statements, is CaMia Hopson not a Mine?",No,CaMia Hopson could be a Mine.,False,No
101,CaMia Hopson is a Person.,Person is disjoint with ProtohistoricalPeriod.,"Given the previous statements, is CaMia Hopson not a ProtohistoricalPeriod?",Yes,CaMia Hopson is not a ProtohistoricalPeriod.,True,No
110,Cabassous is a Person.,Person is disjoint with StarCluster.,"Given the previous statements, is Cabassous not a StarCluster?",Yes,Cabassous is not a StarCluster.,True,No
115,Cabassous is a Person.,Person is disjoint with GolfTournament.,"Given the previous statements, is Cabassous not an Activity?",No,Cabassous could be an Activity.,False,No
198,Cab Kaye is a Person.,Person is disjoint with Language.,"Given the previous statements, is Cab Kaye not a Nebula?",No,Cab Kaye could be a Nebula.,False,No
216,CaMia Hopson is a Person.,Person is disjoint with TheatreDirector.,"Given the previous statements, is CaMia Hopson not a StarCluster?",No,CaMia Hopson could be a StarCluster.,False,No
118,Ca' d'Zan is a Place.,Place is disjoint with Cheese.,"Given the previous statements, is Ca' d'Zan not an Agent?",No,Ca' d'Zan could be an Agent.,False,No
11,CaMia Hopson is a Person.,Person is disjoint with MeanOfTransportation.,"Given the previous statements, is CaMia Hopson not a MeanOfTransportation?",Yes,CaMia Hopson is not a MeanOfTransportation.,True,No
34,Cabal of Naples is a Person.,Person is disjoint with TimePeriod.,"Given the previous statements, is Cabal of Naples not a TimePeriod?",Yes,Cabal of Naples is not a TimePeriod.,True,No
196,CaMia Hopson is a Person.,Person is disjoint with Website.,"Given the previous statements, is CaMia Hopson not a Nebula?",No,CaMia Hopson could be a Nebula.,False,No
47,Cab Calloway is a Person.,Person is disjoint with Mountain.,"Given the previous statements, is Cab Calloway not a Mountain?",Yes,Cab Calloway is not a Mountain.,True,No
12,Cab Calloway is a Person.,Person is disjoint with MeanOfTransportation.,"Given the previous statements, is Cab Calloway not a MeanOfTransportation?",Yes,Cab Calloway is not a MeanOfTransportation.,True,No
46,CaMia Hopson is a Person.,Person is disjoint with Mountain.,"Given the previous statements, is CaMia Hopson not a Mountain?",Yes,CaMia Hopson is not a Mountain.,True,No
20,Cabassous is a Person.,Person is disjoint with UnitOfWork.,"Given the previous statements, is Cabassous not an UnitOfWork?",Yes,Cabassous is not an UnitOfWork.,True,No
163,Cab Kaye is a Person.,Person is disjoint with Website.,"Given the previous statements, is Cab Kaye not a ConveyorSystem?",No,Cab Kaye could be a ConveyorSystem.,False,No
84,Cabal of Naples is a Person.,Person is disjoint with MovingWalkway.,"Given the previous statements, is Cabal of Naples not a MovingWalkway?",Yes,Cabal of Naples is not a MovingWalkway.,True,No
40,Cabassous is a Person.,Person is disjoint with Building.,"Given the previous statements, is Cabassous not a Building?",Yes,Cabassous is not a Building.,True,No
52,Cab Calloway is a Person.,Person is disjoint with ConveyorSystem.,"Given the previous statements, is Cab Calloway not a ConveyorSystem?",Yes,Cab Calloway is not a ConveyorSystem.,True,No
65,Cabassous is a Person.,Person is disjoint with FileSystem.,"Given the previous statements, is Cabassous not a FileSystem?",Yes,Cabassous is not a FileSystem.,True,Cab
220,Cabassous is a Person.,Person is disjoint with WrestlingEvent.,"Given the previous statements, is Cabassous not a StarCluster?",No,Cabassous could be a StarCluster.,False,No
15,Cabassous is a Person.,Person is disjoint with MeanOfTransportation.,"Given the previous statements, is Cabassous not a MeanOfTransportation?",Yes,Cabassous is not a MeanOfTransportation.,True,No
185,Cabassous is a Person.,Person is disjoint with PublicService.,"Given the previous statements, is Cabassous not a HistoricalPeriod?",No,Cabassous could be a HistoricalPeriod.,False,No
59,Cabal of Naples is a Person.,Person is disjoint with Escalator.,"Given the previous statements, is Cabal of Naples not an Escalator?",Yes,Cabal of Naples is not an Escalator.,True,No
43,Cab Kaye is a Person.,Person is disjoint with Event.,"Given the previous statements, is Cab Kaye not an Event?",Yes,Cab Kaye is not an Event.,True,No
79,Cabal of Naples is a Person.,Person is disjoint with Mine.,"Given the previous statements, is Cabal of Naples not a Mine?",Yes,Cabal of Naples is not a Mine.,True,No
81,CaMia Hopson is a Person.,Person is disjoint with MovingWalkway.,"Given the previous statements, is CaMia Hopson not a MovingWalkway?",Yes,CaMia Hopson is not a MovingWalkway.,True,No
154,Cabal of Naples is a Person.,Person is disjoint with College.,"Given the previous statements, is Cabal of Naples not an Event?",No,Cabal of Naples could be an Event.,False,No
208,Cab Kaye is a Person.,Person is disjoint with Hospital.,"Given the previous statements, is Cab Kaye not a PeriodOfArtisticStyle?",No,Cab Kaye could be a PeriodOfArtisticStyle.,False,No
53,Cab Kaye is a Person.,Person is disjoint with ConveyorSystem.,"Given the previous statements, is Cab Kaye not a ConveyorSystem?",Yes,Cab Kaye is not a ConveyorSystem.,True,No
123,Cab Kaye is a Person.,Person is disjoint with Crater.,"Given the previous statements, is Cab Kaye not a MeanOfTransportation?",No,Cab Kaye could be a MeanOfTransportation.,False,No
173,Cab Kaye is a Person.,Person is disjoint with AustralianFootballTeam.,"Given the previous statements, is Cab Kaye not a FileSystem?",No,Cab Kaye could be a FileSystem.,False,No
114,Cabal of Naples is a Person.,Person is disjoint with GovernmentType.,"Given the previous statements, is Cabal of Naples not an Activity?",No,Cabal of Naples could be an Activity.,False,No
27,Calamopleurus is a Fish.,Fish is disjoint with Mammal.,"Given the previous statements, is Calamopleurus not a Mammal?",Yes,Calamopleurus is not a Mammal.,True,No
71,CaMia Hopson is a Person.,Person is disjoint with HistoricalPeriod.,"Given the previous statements, is CaMia Hopson not a HistoricalPeriod?",Yes,CaMia Hopson is not a HistoricalPeriod.,True,No
