ID,triple1,triple2,question,answer,inferred triple,label,LLM output
112,Cab Calloway is a Person.,Person is disjoint with BloodVessel.,"Given the previous statements, is Cab Calloway not an Activity?",No,Cab Calloway could be an Activity.,False,The answer is no
4,Cabal of Naples is a Person.,Person is disjoint with Activity.,"Given the previous statements, is Cabal of Naples not an Activity?",Yes,Cabal of Naples is not an Activity.,True,The answer is no
168,Cab Kaye is a Person.,Person is disjoint with Sport.,"Given the previous statements, is Cab Kaye not an Escalator?",No,Cab Kaye could be an Escalator.,False,The question is not
163,Cab Kaye is a Person.,Person is disjoint with Website.,"Given the previous statements, is Cab Kaye not a ConveyorSystem?",No,Cab Kaye could be a ConveyorSystem.,False,The answer is no
51,CaMia Hopson is a Person.,Person is disjoint with ConveyorSystem.,"Given the previous statements, is CaMia Hopson not a ConveyorSystem?",Yes,CaMia Hopson is not a ConveyorSystem.,True,The answer is no
124,Cabal of Naples is a Person.,Person is disjoint with OfficeHolder.,"Given the previous statements, is Cabal of Naples not a MeanOfTransportation?",No,Cabal of Naples could be a MeanOfTransportation.,False,The answer is no
180,Cabassous is a Person.,Person is disjoint with Book.,"Given the previous statements, is Cabassous not a GeologicalPeriod?",No,Cabassous could be a GeologicalPeriod.,False,The answer is no
101,CaMia Hopson is a Person.,Person is disjoint with ProtohistoricalPeriod.,"Given the previous statements, is CaMia Hopson not a ProtohistoricalPeriod?",Yes,CaMia Hopson is not a ProtohistoricalPeriod.,True,The answer is no
80,Cabassous is a Person.,Person is disjoint with Mine.,"Given the previous statements, is Cabassous not a Mine?",Yes,Cabassous is not a Mine.,True,The answer is no
126,CaMia Hopson is a Person.,Person is disjoint with AustralianRulesFootballPlayer.,"Given the previous statements, is CaMia Hopson not an UnitOfWork?",No,CaMia Hopson could be an UnitOfWork.,False,The answer is no
25,Cabassous is a Person.,Person is disjoint with Tower.,"Given the previous statements, is Cabassous not a Tower?",Yes,Cabassous is not a Tower.,True,The answer is no
71,CaMia Hopson is a Person.,Person is disjoint with HistoricalPeriod.,"Given the previous statements, is CaMia Hopson not a HistoricalPeriod?",Yes,CaMia Hopson is not a HistoricalPeriod.,True,The answer is no
191,CaMia Hopson is a Person.,Person is disjoint with Flag.,"Given the previous statements, is CaMia Hopson not a MovingWalkway?",No,CaMia Hopson could be a MovingWalkway.,False,The answer is no
46,CaMia Hopson is a Person.,Person is disjoint with Mountain.,"Given the previous statements, is CaMia Hopson not a Mountain?",Yes,CaMia Hopson is not a Mountain.,True,"Yes, CaM"
204,Cabal of Naples is a Person.,Person is disjoint with PoliceOfficer.,"Given the previous statements, is Cabal of Naples not an On-SiteTransportation?",No,Cabal of Naples could be an On-SiteTransportation.,False,The answer is no
15,Cabassous is a Person.,Person is disjoint with MeanOfTransportation.,"Given the previous statements, is Cabassous not a MeanOfTransportation?",Yes,Cabassous is not a MeanOfTransportation.,True,The answer is no
185,Cabassous is a Person.,Person is disjoint with PublicService.,"Given the previous statements, is Cabassous not a HistoricalPeriod?",No,Cabassous could be a HistoricalPeriod.,False,The answer is no
116,Ca' Rezzonico is a Place.,Place is disjoint with Tank.,"Given the previous statements, is Ca' Rezzonico not an Agent?",No,Ca' Rezzonico could be an Agent.,False,The answer is no
210,Cabassous is a Person.,Person is disjoint with Region.,"Given the previous statements, is Cabassous not a PeriodOfArtisticStyle?",No,Cabassous could be a PeriodOfArtisticStyle.,False,The answer is no
95,Cabassous is a Person.,Person is disjoint with On-SiteTransportation.,"Given the previous statements, is Cabassous not an On-SiteTransportation?",Yes,Cabassous is not an On-SiteTransportation.,True,The answer is no
16,CaMia Hopson is a Person.,Person is disjoint with UnitOfWork.,"Given the previous statements, is CaMia Hopson not an UnitOfWork?",Yes,CaMia Hopson is not an UnitOfWork.,True,The answer is no
198,Cab Kaye is a Person.,Person is disjoint with Language.,"Given the previous statements, is Cab Kaye not a Nebula?",No,Cab Kaye could be a Nebula.,False,The answer is no
73,Cab Kaye is a Person.,Person is disjoint with HistoricalPeriod.,"Given the previous statements, is Cab Kaye not a HistoricalPeriod?",Yes,Cab Kaye is not a HistoricalPeriod.,True,The answer is no
29,Calamus is a Fish.,Fish is disjoint with Mammal.,"Given the previous statements, is Calamus not a Mammal?",Yes,Calamus is not a Mammal.,True,The answer is no
139,Calamus is a Fish.,Fish is disjoint with GovernmentalAdministrativeRegion.,"Given the previous statements, is Calamus not a Mammal?",No,Calamus could be a Mammal.,False,The answer is no
122,Cab Calloway is a Person.,Person is disjoint with PenaltyShootOut.,"Given the previous statements, is Cab Calloway not a MeanOfTransportation?",No,Cab Calloway could be a MeanOfTransportation.,False,The answer is no
137,Calamopleurus is a Fish.,Fish is disjoint with Rower.,"Given the previous statements, is Calamopleurus not a Mammal?",No,Calamopleurus could be a Mammal.,False,The answer is no
151,CaMia Hopson is a Person.,Person is disjoint with Muscle.,"Given the previous statements, is CaMia Hopson not an Event?",No,CaMia Hopson could be an Event.,False,The answer is no
87,Cab Calloway is a Person.,Person is disjoint with Nebula.,"Given the previous statements, is Cab Calloway not a Nebula?",Yes,Cab Calloway is not a Nebula.,True,The answer is no
38,Cab Kaye is a Person.,Person is disjoint with Building.,"Given the previous statements, is Cab Kaye not a Building?",Yes,Cab Kaye is not a Building.,True,"Yes, Cabass"
83,Cab Kaye is a Person.,Person is disjoint with MovingWalkway.,"Given the previous statements, is Cab Kaye not a MovingWalkway?",Yes,Cab Kaye is not a MovingWalkway.,True,The answer is no
115,Cabassous is a Person.,Person is disjoint with GolfTournament.,"Given the previous statements, is Cabassous not an Activity?",No,Cabassous could be an Activity.,False,The answer is no
53,Cab Kaye is a Person.,Person is disjoint with ConveyorSystem.,"Given the previous statements, is Cab Kaye not a ConveyorSystem?",Yes,Cab Kaye is not a ConveyorSystem.,True,The first two statements
12,Cab Calloway is a Person.,Person is disjoint with MeanOfTransportation.,"Given the previous statements, is Cab Calloway not a MeanOfTransportation?",Yes,Cab Calloway is not a MeanOfTransportation.,True,The answer is no
110,Cabassous is a Person.,Person is disjoint with StarCluster.,"Given the previous statements, is Cabassous not a StarCluster?",Yes,Cabassous is not a StarCluster.,True,The answer is no
153,Cab Kaye is a Person.,Person is disjoint with BloodVessel.,"Given the previous statements, is Cab Kaye not an Event?",No,Cab Kaye could be an Event.,False,The answer is no
218,Cab Kaye is a Person.,Person is disjoint with Colour.,"Given the previous statements, is Cab Kaye not a StarCluster?",No,Cab Kaye could be a StarCluster.,False,The answer is no
171,CaMia Hopson is a Person.,Person is disjoint with BloodVessel.,"Given the previous statements, is CaMia Hopson not a FileSystem?",No,CaMia Hopson could be a FileSystem.,False,The answer is no
186,CaMia Hopson is a Person.,Person is disjoint with IceHockeyPlayer.,"Given the previous statements, is CaMia Hopson not a Mine?",No,CaMia Hopson could be a Mine.,False,The answer is no
79,Cabal of Naples is a Person.,Person is disjoint with Mine.,"Given the previous statements, is Cabal of Naples not a Mine?",Yes,Cabal of Naples is not a Mine.,True,The answer is no
214,Cabal of Naples is a Person.,Person is disjoint with Vein.,"Given the previous statements, is Cabal of Naples not a ProtohistoricalPeriod?",No,Cabal of Naples could be a ProtohistoricalPeriod.,False,The answer is no
34,Cabal of Naples is a Person.,Person is disjoint with TimePeriod.,"Given the previous statements, is Cabal of Naples not a TimePeriod?",Yes,Cabal of Naples is not a TimePeriod.,True,The answer is no
166,CaMia Hopson is a Person.,Person is disjoint with Archipelago.,"Given the previous statements, is CaMia Hopson not an Escalator?",No,CaMia Hopson could be an Escalator.,False,The answer is no
197,Cab Calloway is a Person.,Person is disjoint with Village.,"Given the previous statements, is Cab Calloway not a Nebula?",No,Cab Calloway could be a Nebula.,False,The answer is no
161,CaMia Hopson is a Person.,Person is disjoint with Escalator.,"Given the previous statements, is CaMia Hopson not a ConveyorSystem?",No,CaMia Hopson could be a ConveyorSystem.,False,The answer is no
187,Cab Calloway is a Person.,Person is disjoint with Village.,"Given the previous statements, is Cab Calloway not a Mine?",No,Cab Calloway could be a Mine.,False,The answer is no
182,Cab Calloway is a Person.,Person is disjoint with Disease.,"Given the previous statements, is Cab Calloway not a HistoricalPeriod?",No,Cab Calloway could be a HistoricalPeriod.,False,The answer is no
134,Cabal of Naples is a Person.,Person is disjoint with SoccerLeague.,"Given the previous statements, is Cabal of Naples not a Tower?",No,Cabal of Naples could be a Tower.,False,The answer is no
44,Cabal of Naples is a Person.,Person is disjoint with Event.,"Given the previous statements, is Cabal of Naples not an Event?",Yes,Cabal of Naples is not an Event.,True,The answer is no
103,Cab Kaye is a Person.,Person is disjoint with ProtohistoricalPeriod.,"Given the previous statements, is Cab Kaye not a ProtohistoricalPeriod?",Yes,Cab Kaye is not a ProtohistoricalPeriod.,True,The answer is no
17,Cab Calloway is a Person.,Person is disjoint with UnitOfWork.,"Given the previous statements, is Cab Calloway not an UnitOfWork?",Yes,Cab Calloway is not an UnitOfWork.,True,The answer is no
59,Cabal of Naples is a Person.,Person is disjoint with Escalator.,"Given the previous statements, is Cabal of Naples not an Escalator?",Yes,Cabal of Naples is not an Escalator.,True,The answer is no
167,Cab Calloway is a Person.,Person is disjoint with GovernmentType.,"Given the previous statements, is Cab Calloway not an Escalator?",No,Cab Calloway could be an Escalator.,False,The answer is no
69,Cabal of Naples is a Person.,Person is disjoint with GeologicalPeriod.,"Given the previous statements, is Cabal of Naples not a GeologicalPeriod?",Yes,Cabal of Naples is not a GeologicalPeriod.,True,The Cabal of
81,CaMia Hopson is a Person.,Person is disjoint with MovingWalkway.,"Given the previous statements, is CaMia Hopson not a MovingWalkway?",Yes,CaMia Hopson is not a MovingWalkway.,True,The answer is no
67,Cab Calloway is a Person.,Person is disjoint with GeologicalPeriod.,"Given the previous statements, is Cab Calloway not a GeologicalPeriod?",Yes,Cab Calloway is not a GeologicalPeriod.,True,The answer is no
201,CaMia Hopson is a Person.,Person is disjoint with PhilosophicalConcept.,"Given the previous statements, is CaMia Hopson not an On-SiteTransportation?",No,CaMia Hopson could be an On-SiteTransportation.,False,The answer is no
88,Cab Kaye is a Person.,Person is disjoint with Nebula.,"Given the previous statements, is Cab Kaye not a Nebula?",Yes,Cab Kaye is not a Nebula.,True,The answer is no
152,Cab Calloway is a Person.,Person is disjoint with RacingDriver.,"Given the previous statements, is Cab Calloway not an Event?",No,Cab Calloway could be an Event.,False,The answer is no
24,Cabal of Naples is a Person.,Person is disjoint with Tower.,"Given the previous statements, is Cabal of Naples not a Tower?",Yes,Cabal of Naples is not a Tower.,True,The answer is no
159,Cabal of Naples is a Person.,Person is disjoint with EthnicGroup.,"Given the previous statements, is Cabal of Naples not a Mountain?",No,Cabal of Naples could be a Mountain.,False,The answer is no
165,Cabassous is a Person.,Person is disjoint with BasketballPlayer.,"Given the previous statements, is Cabassous not a ConveyorSystem?",No,Cabassous could be a ConveyorSystem.,False,"Yes, Cab Call"
205,Cabassous is a Person.,Person is disjoint with Guitar.,"Given the previous statements, is Cabassous not an On-SiteTransportation?",No,Cabassous could be an On-SiteTransportation.,False,The answer is no
64,Cabal of Naples is a Person.,Person is disjoint with FileSystem.,"Given the previous statements, is Cabal of Naples not a FileSystem?",Yes,Cabal of Naples is not a FileSystem.,True,The answer is no
114,Cabal of Naples is a Person.,Person is disjoint with GovernmentType.,"Given the previous statements, is Cabal of Naples not an Activity?",No,Cabal of Naples could be an Activity.,False,The answer is no
