ID,triple1,triple2,question,answer,inferred triple,label,LLM output
1285,R is a X.,X is an equivalent class of J.,"Given the previous statements, is R a P?",No,R is not a P.,False,"No, R is not a P."
1076,L is a T.,T is an equivalent class of K.,"Given the previous statements, is L a X?",No,L is not a X.,False,"No, L is not an X."
423,M is a G.,G is an equivalent class of D.,"Given the previous statements, is M a D?",Yes,M is a D.,True,"Yes, M is a D."
1011,J is a K.,K is an equivalent class of W.,"Given the previous statements, is J a O?",No,J is not a O.,False,"No, J is not an O."
848,E is a A.,A is an equivalent class of G.,"Given the previous statements, is E a S?",No,E is not a S.,False,"No, E is not a S."
696,A is a P.,P is an equivalent class of F.,"Given the previous statements, is A a I?",No,A is not a I.,False,"No, A is not an I."
873,F is a I.,I is an equivalent class of K.,"Given the previous statements, is F a Y?",No,F is not a Y.,False,"No, F is not a Y."
806,D is a V.,V is an equivalent class of X.,"Given the previous statements, is D a P?",No,D is not a P.,False,"No, D is not a P."
367,L is a H.,H is an equivalent class of U.,"Given the previous statements, is L a U?",Yes,L is a U.,True,"Yes, L is a U."
571,R is a J.,J is an equivalent class of H.,"Given the previous statements, is R a H?",Yes,R is a H.,True,"Yes, R is a H."
1023,J is a Y.,Y is an equivalent class of W.,"Given the previous statements, is J a F?",No,J is not a F.,False,"No, J is not a F."
454,N is a Z.,Z is an equivalent class of J.,"Given the previous statements, is N a J?",Yes,N is a J.,True,"Yes, N is a J."
773,C is a Z.,Z is an equivalent class of L.,"Given the previous statements, is C a V?",No,C is not a V.,False,"No, C is not a V."
201,G is a C.,C is an equivalent class of P.,"Given the previous statements, is G a P?",Yes,G is a P.,True,"Yes, G is a P."
1338,T is a I.,I is an equivalent class of X.,"Given the previous statements, is T a Z?",No,T is not a Z.,False,"No, T is not a Z."
105,D is a Q.,Q is an equivalent class of T.,"Given the previous statements, is D a T?",Yes,D is a T.,True,"Yes, D is a T."
667,U is a X.,X is an equivalent class of H.,"Given the previous statements, is U a H?",Yes,U is a H.,True,"No, U is not a H."
673,U is a M.,M is an equivalent class of A.,"Given the previous statements, is U a A?",Yes,U is a A.,True,"Yes, U is an equivalent class of A."
374,L is a M.,M is an equivalent class of D.,"Given the previous statements, is L a D?",Yes,L is a D.,True,"No, L is not a D."
1087,L is a S.,S is an equivalent class of T.,"Given the previous statements, is L a U?",No,L is not a U.,False,"No, L is not a U."
1066,L is a M.,M is an equivalent class of F.,"Given the previous statements, is L a C?",No,L is not a C.,False,"No, L is not a C."
1289,S is a R.,R is an equivalent class of D.,"Given the previous statements, is S a Q?",No,S is not a Q.,False,"No, S is not a Q."
224,G is a B.,B is an equivalent class of U.,"Given the previous statements, is G a U?",Yes,G is a U.,True,"Yes, G is a U."
1252,Q is a V.,V is an equivalent class of Z.,"Given the previous statements, is Q a R?",No,Q is not a R.,False,"No, Q is not a R."
1062,L is a N.,N is an equivalent class of O.,"Given the previous statements, is L a S?",No,L is not a S.,False,"No, L is not a S."
702,A is a O.,O is an equivalent class of R.,"Given the previous statements, is A a N?",No,A is not a N.,False,"No, A is not a N."
479,O is a E.,E is an equivalent class of I.,"Given the previous statements, is O a I?",Yes,O is a I.,True,"Yes, O is an equivalent class of I."
819,D is a N.,N is an equivalent class of F.,"Given the previous statements, is D a L?",No,D is not a L.,False,"No, D is not a L."
1203,P is a B.,B is an equivalent class of K.,"Given the previous statements, is P a U?",No,P is not a U.,False,"No, P is not a U."
106,D is a T.,T is an equivalent class of F.,"Given the previous statements, is D a F?",Yes,D is a F.,True,"Yes, D is a F."
1109,M is a Q.,Q is an equivalent class of E.,"Given the previous statements, is M a D?",No,M is not a D.,False,"No, M is not a D."
1207,P is a W.,W is an equivalent class of X.,"Given the previous statements, is P a H?",No,P is not a H.,False,"No, P is not a H."
879,F is a V.,V is an equivalent class of B.,"Given the previous statements, is F a I?",No,F is not a I.,False,"No, F is not an I."
192,F is a Z.,Z is an equivalent class of H.,"Given the previous statements, is F a H?",Yes,F is a H.,True,"Yes, F is a H."
34,B is a Y.,Y is an equivalent class of C.,"Given the previous statements, is B a C?",Yes,B is a C.,True,"Yes, B is a C."
1078,L is a I.,I is an equivalent class of M.,"Given the previous statements, is L a G?",No,L is not a G.,False,"No, L is not a G."
718,A is a M.,M is an equivalent class of S.,"Given the previous statements, is A a W?",No,A is not a W.,False,"No, A is not a W."
