ID,triple1,triple2,question,answer,inferred triple,label,LLM output
274,G is a subclass of C.,C is a subclass of Y.,"Given the previous statements, is G a subclass of Y?",Yes,G is a subclass of Y.,True,Yes
747,G is a subclass of D.,D is a subclass of Y.,"Given the previous statements, is G a subclass of M?",No,G is not a subclass of M.,False,No
700,F is a subclass of L.,L is a subclass of B.,"Given the previous statements, is F a subclass of X?",No,F is not a subclass of X.,False,No
237,F is a subclass of M.,M is a subclass of Z.,"Given the previous statements, is F a subclass of Z?",Yes,F is a subclass of Z.,True,Yes
272,G is a subclass of J.,J is a subclass of M.,"Given the previous statements, is G a subclass of M?",Yes,G is a subclass of M.,True,Yes
645,E is a subclass of H.,H is a subclass of B.,"Given the previous statements, is E a subclass of F?",No,E is not a subclass of F.,False,No
300,G is a subclass of C.,C is a subclass of R.,"Given the previous statements, is G a subclass of R?",Yes,G is a subclass of R.,True,Yes
174,D is a subclass of A.,A is a subclass of O.,"Given the previous statements, is D a subclass of O?",Yes,D is a subclass of O.,True,Yes
728,G is a subclass of X.,X is a subclass of O.,"Given the previous statements, is G a subclass of H?",No,G is not a subclass of H.,False,No
443,A is a subclass of P.,P is a subclass of L.,"Given the previous statements, is A a subclass of X?",No,A is not a subclass of X.,False,No
609,D is a subclass of U.,U is a subclass of X.,"Given the previous statements, is D a subclass of Z?",No,D is not a subclass of Z.,False,No
185,E is a subclass of I.,I is a subclass of C.,"Given the previous statements, is E a subclass of C?",Yes,E is a subclass of C.,True,Yes
193,E is a subclass of K.,K is a subclass of Q.,"Given the previous statements, is E a subclass of Q?",Yes,E is a subclass of Q.,True,Yes
52,B is a subclass of L.,L is a subclass of X.,"Given the previous statements, is B a subclass of X?",Yes,B is a subclass of X.,True,Yes
548,C is a subclass of S.,S is a subclass of B.,"Given the previous statements, is C a subclass of Q?",No,C is not a subclass of Q.,False,No
640,E is a subclass of V.,V is a subclass of O.,"Given the previous statements, is E a subclass of K?",No,E is not a subclass of K.,False,No
616,D is a subclass of Z.,Z is a subclass of Q.,"Given the previous statements, is D a subclass of N?",No,D is not a subclass of N.,False,No
762,H is a subclass of C.,C is a subclass of B.,"Given the previous statements, is H a subclass of Q?",No,H is not a subclass of Q.,False,No
125,C is a subclass of G.,G is a subclass of K.,"Given the previous statements, is C a subclass of K?",Yes,C is a subclass of K.,True,Yes
513,B is a subclass of X.,X is a subclass of E.,"Given the previous statements, is B a subclass of R?",No,B is not a subclass of R.,False,No
478,A is a subclass of T.,T is a subclass of Z.,"Given the previous statements, is A a subclass of I?",No,A is not a subclass of I.,False,No
864,J is a subclass of V.,V is a subclass of K.,"Given the previous statements, is J a subclass of W?",No,J is not a subclass of W.,False,No
432,J is a subclass of Q.,Q is a subclass of E.,"Given the previous statements, is J a subclass of E?",Yes,J is a subclass of E.,True,Yes
830,I is a subclass of G.,G is a subclass of Y.,"Given the previous statements, is I a subclass of D?",No,I is not a subclass of D.,False,No
691,F is a subclass of W.,W is a subclass of Z.,"Given the previous statements, is F a subclass of H?",No,F is not a subclass of H.,False,No
92,C is a subclass of G.,G is a subclass of Q.,"Given the previous statements, is C a subclass of Q?",Yes,C is a subclass of Q.,True,Yes
183,E is a subclass of I.,I is a subclass of K.,"Given the previous statements, is E a subclass of K?",Yes,E is a subclass of K.,True,Yes
22,A is a subclass of B.,B is a subclass of M.,"Given the previous statements, is A a subclass of M?",Yes,A is a subclass of M.,True,Yes
234,F is a subclass of U.,U is a subclass of W.,"Given the previous statements, is F a subclass of W?",Yes,F is a subclass of W.,True,Yes
404,J is a subclass of M.,M is a subclass of I.,"Given the previous statements, is J a subclass of I?",Yes,J is a subclass of I.,True,Yes
168,D is a subclass of N.,N is a subclass of I.,"Given the previous statements, is D a subclass of I?",Yes,D is a subclass of I.,True,Yes
120,C is a subclass of W.,W is a subclass of V.,"Given the previous statements, is C a subclass of V?",Yes,C is a subclass of V.,True,No
525,B is a subclass of M.,M is a subclass of W.,"Given the previous statements, is B a subclass of E?",No,B is not a subclass of E.,False,No
270,G is a subclass of Z.,Z is a subclass of P.,"Given the previous statements, is G a subclass of P?",Yes,G is a subclass of P.,True,Yes
433,J is a subclass of H.,H is a subclass of M.,"Given the previous statements, is J a subclass of M?",Yes,J is a subclass of M.,True,Yes
861,J is a subclass of C.,C is a subclass of S.,"Given the previous statements, is J a subclass of X?",No,J is not a subclass of X.,False,Yes
670,F is a subclass of N.,N is a subclass of M.,"Given the previous statements, is F a subclass of H?",No,F is not a subclass of H.,False,No
93,C is a subclass of J.,J is a subclass of T.,"Given the previous statements, is C a subclass of T?",Yes,C is a subclass of T.,True,Yes
621,E is a subclass of G.,G is a subclass of L.,"Given the previous statements, is E a subclass of T?",No,E is not a subclass of T.,False,No
447,A is a subclass of L.,L is a subclass of B.,"Given the previous statements, is A a subclass of D?",No,A is not a subclass of D.,False,No
628,E is a subclass of P.,P is a subclass of K.,"Given the previous statements, is E a subclass of A?",No,E is not a subclass of A.,False,No
282,G is a subclass of C.,C is a subclass of K.,"Given the previous statements, is G a subclass of K?",Yes,G is a subclass of K.,True,Yes
71,B is a subclass of F.,F is a subclass of S.,"Given the previous statements, is B a subclass of S?",Yes,B is a subclass of S.,True,Yes
146,D is a subclass of L.,L is a subclass of X.,"Given the previous statements, is D a subclass of X?",Yes,D is a subclass of X.,True,Yes
47,B is a subclass of H.,H is a subclass of P.,"Given the previous statements, is B a subclass of P?",Yes,B is a subclass of P.,True,Yes
476,A is a subclass of Y.,Y is a subclass of V.,"Given the previous statements, is A a subclass of R?",No,A is not a subclass of R.,False,No
853,J is a subclass of R.,R is a subclass of V.,"Given the previous statements, is J a subclass of W?",No,J is not a subclass of W.,False,No
631,E is a subclass of U.,U is a subclass of K.,"Given the previous statements, is E a subclass of H?",No,E is not a subclass of H.,False,No
722,G is a subclass of I.,I is a subclass of E.,"Given the previous statements, is G a subclass of W?",No,G is not a subclass of W.,False,No
59,B is a subclass of R.,R is a subclass of X.,"Given the previous statements, is B a subclass of X?",Yes,B is a subclass of X.,True,Yes
156,D is a subclass of E.,E is a subclass of U.,"Given the previous statements, is D a subclass of U?",Yes,D is a subclass of U.,True,Yes
113,C is a subclass of I.,I is a subclass of Q.,"Given the previous statements, is C a subclass of Q?",Yes,C is a subclass of Q.,True,No
458,A is a subclass of U.,U is a subclass of N.,"Given the previous statements, is A a subclass of Q?",No,A is not a subclass of Q.,False,No
541,C is a subclass of N.,N is a subclass of X.,"Given the previous statements, is C a subclass of L?",No,C is not a subclass of L.,False,No
103,C is a subclass of S.,S is a subclass of O.,"Given the previous statements, is C a subclass of O?",Yes,C is a subclass of O.,True,Yes
706,G is a subclass of B.,B is a subclass of E.,"Given the previous statements, is G a subclass of U?",No,G is not a subclass of U.,False,No
671,F is a subclass of Z.,Z is a subclass of V.,"Given the previous statements, is F a subclass of W?",No,F is not a subclass of W.,False,No
313,H is a subclass of N.,N is a subclass of D.,"Given the previous statements, is H a subclass of D?",Yes,H is a subclass of D.,True,Yes
325,H is a subclass of J.,J is a subclass of X.,"Given the previous statements, is H a subclass of X?",Yes,H is a subclass of X.,True,Yes
29,A is a subclass of R.,R is a subclass of O.,"Given the previous statements, is A a subclass of O?",Yes,A is a subclass of O.,True,Yes
181,E is a subclass of M.,M is a subclass of K.,"Given the previous statements, is E a subclass of K?",Yes,E is a subclass of K.,True,No
872,J is a subclass of X.,X is a subclass of P.,"Given the previous statements, is J a subclass of E?",No,J is not a subclass of E.,False,No
756,H is a subclass of C.,C is a subclass of V.,"Given the previous statements, is H a subclass of Y?",No,H is not a subclass of Y.,False,No
760,H is a subclass of L.,L is a subclass of U.,"Given the previous statements, is H a subclass of X?",No,H is not a subclass of X.,False,No
684,F is a subclass of I.,I is a subclass of M.,"Given the previous statements, is F a subclass of O?",No,F is not a subclass of O.,False,No
176,D is a subclass of O.,O is a subclass of H.,"Given the previous statements, is D a subclass of H?",Yes,D is a subclass of H.,True,Yes
377,I is a subclass of J.,J is a subclass of H.,"Given the previous statements, is I a subclass of H?",Yes,I is a subclass of H.,True,Yes
288,G is a subclass of H.,H is a subclass of R.,"Given the previous statements, is G a subclass of R?",Yes,G is a subclass of R.,True,Yes
17,A is a subclass of P.,P is a subclass of D.,"Given the previous statements, is A a subclass of D?",Yes,A is a subclass of D.,True,No
277,G is a subclass of M.,M is a subclass of X.,"Given the previous statements, is G a subclass of X?",Yes,G is a subclass of X.,True,Yes
42,A is a subclass of J.,J is a subclass of K.,"Given the previous statements, is A a subclass of K?",Yes,A is a subclass of K.,True,Yes
742,G is a subclass of I.,I is a subclass of N.,"Given the previous statements, is G a subclass of F?",No,G is not a subclass of F.,False,No
680,F is a subclass of S.,S is a subclass of O.,"Given the previous statements, is F a subclass of U?",No,F is not a subclass of U.,False,No
662,F is a subclass of R.,R is a subclass of G.,"Given the previous statements, is F a subclass of T?",No,F is not a subclass of T.,False,No
199,E is a subclass of S.,S is a subclass of N.,"Given the previous statements, is E a subclass of N?",Yes,E is a subclass of N.,True,Yes
169,D is a subclass of T.,T is a subclass of L.,"Given the previous statements, is D a subclass of L?",Yes,D is a subclass of L.,True,Yes
522,B is a subclass of D.,D is a subclass of H.,"Given the previous statements, is B a subclass of N?",No,B is not a subclass of N.,False,No
754,H is a subclass of I.,I is a subclass of O.,"Given the previous statements, is H a subclass of K?",No,H is not a subclass of K.,False,No
516,B is a subclass of A.,A is a subclass of W.,"Given the previous statements, is B a subclass of I?",No,B is not a subclass of I.,False,No
227,F is a subclass of L.,L is a subclass of Q.,"Given the previous statements, is F a subclass of Q?",Yes,F is a subclass of Q.,True,No
232,F is a subclass of I.,I is a subclass of V.,"Given the previous statements, is F a subclass of V?",Yes,F is a subclass of V.,True,Yes
235,F is a subclass of S.,S is a subclass of V.,"Given the previous statements, is F a subclass of V?",Yes,F is a subclass of V.,True,No
831,I is a subclass of E.,E is a subclass of M.,"Given the previous statements, is I a subclass of Y?",No,I is not a subclass of Y.,False,No
638,E is a subclass of O.,O is a subclass of L.,"Given the previous statements, is E a subclass of Y?",No,E is not a subclass of Y.,False,No
490,B is a subclass of T.,T is a subclass of A.,"Given the previous statements, is B a subclass of H?",No,B is not a subclass of H.,False,No
482,A is a subclass of F.,F is a subclass of Q.,"Given the previous statements, is A a subclass of L?",No,A is not a subclass of L.,False,No
731,G is a subclass of X.,X is a subclass of B.,"Given the previous statements, is G a subclass of Z?",No,G is not a subclass of Z.,False,No
4,A is a subclass of S.,S is a subclass of Q.,"Given the previous statements, is A a subclass of Q?",Yes,A is a subclass of Q.,True,Yes
215,E is a subclass of L.,L is a subclass of F.,"Given the previous statements, is E a subclass of F?",Yes,E is a subclass of F.,True,Yes
820,I is a subclass of B.,B is a subclass of D.,"Given the previous statements, is I a subclass of U?",No,I is not a subclass of U.,False,No
530,C is a subclass of F.,F is a subclass of I.,"Given the previous statements, is C a subclass of E?",No,C is not a subclass of E.,False,No
82,B is a subclass of D.,D is a subclass of L.,"Given the previous statements, is B a subclass of L?",Yes,B is a subclass of L.,True,Yes
136,D is a subclass of A.,A is a subclass of G.,"Given the previous statements, is D a subclass of G?",Yes,D is a subclass of G.,True,Yes
822,I is a subclass of U.,U is a subclass of G.,"Given the previous statements, is I a subclass of R?",No,I is not a subclass of R.,False,No
414,J is a subclass of G.,G is a subclass of P.,"Given the previous statements, is J a subclass of P?",Yes,J is a subclass of P.,True,Yes
764,H is a subclass of J.,J is a subclass of S.,"Given the previous statements, is H a subclass of W?",No,H is not a subclass of W.,False,No
230,F is a subclass of N.,N is a subclass of B.,"Given the previous statements, is F a subclass of B?",Yes,F is a subclass of B.,True,Yes
860,J is a subclass of R.,R is a subclass of C.,"Given the previous statements, is J a subclass of S?",No,J is not a subclass of S.,False,No
58,B is a subclass of G.,G is a subclass of M.,"Given the previous statements, is B a subclass of M?",Yes,B is a subclass of M.,True,Yes
669,F is a subclass of V.,V is a subclass of M.,"Given the previous statements, is F a subclass of L?",No,F is not a subclass of L.,False,No
255,F is a subclass of B.,B is a subclass of C.,"Given the previous statements, is F a subclass of C?",Yes,F is a subclass of C.,True,No
505,B is a subclass of Q.,Q is a subclass of Y.,"Given the previous statements, is B a subclass of G?",No,B is not a subclass of G.,False,No
400,J is a subclass of Q.,Q is a subclass of F.,"Given the previous statements, is J a subclass of F?",Yes,J is a subclass of F.,True,Yes
91,C is a subclass of M.,M is a subclass of V.,"Given the previous statements, is C a subclass of V?",Yes,C is a subclass of V.,True,Yes
653,E is a subclass of Z.,Z is a subclass of A.,"Given the previous statements, is E a subclass of H?",No,E is not a subclass of H.,False,No
586,D is a subclass of K.,K is a subclass of S.,"Given the previous statements, is D a subclass of B?",No,D is not a subclass of B.,False,No
